study_hours,sleep_hours,attendance_percentage,assignments_completed,screen_time,coding_interest,logical_reasoning,creativity_score,communication_skill,stress_level,performance_score,career,Data Science,Backend Development,Cybersecurity,UI/UX Design,Web Development,Cloud Computing,Mobile Development,Game Development,DevOps Engineering,Software Testing,recommended_career
1,6,99,9,4,1,4,8,4,9,33.19178043013651,DevOps Engineering,20.29670575136246,54.132231404958674,50.435082031532396,47.45762711864406,30.459770114942536,57.60333166002104,28.000000000000004,39.56043956043957,82.85714285714285,36.87500000000001,DevOps Engineering
7,9,67,3,10,2,10,7,3,6,55.29355237319437,DevOps Engineering,54.97039310140616,40.9090909090909,53.64374363093985,50.282485875706215,43.10344827586207,50.02510223238868,44.57142857142857,58.241758241758255,43.14285714285715,50.000000000000014,Game Development
5,4,53,4,6,5,4,9,10,2,38.08655510814105,UI/UX Design,33.4800690266557,23.1404958677686,28.985254784994375,80.7909604519774,64.9425287356322,23.681011589706653,62.857142857142854,61.53846153846154,15.999999999999995,56.87500000000001,UI/UX Design
6,9,66,1,9,2,10,3,6,9,53.53535416025375,DevOps Engineering,53.078217845409256,37.60330578512397,50.02223532091432,38.418079096045204,32.18390804597701,46.85034821916643,35.42857142857142,38.461538461538474,36.28571428571427,50.62500000000001,Data Science
7,6,63,9,2,10,5,10,3,4,72.76992137005405,Game Development,72.76930417014815,57.02479338842975,57.08800086166922,61.016949152542374,67.24137931034484,52.46104978101097,62.28571428571429,74.72527472527474,37.7142857142857,55.625000000000014,Game Development
5,6,63,0,2,1,6,5,1,8,44.37358073206014,DevOps Engineering,35.26468528787658,19.00826446280992,37.97080549186174,18.644067796610166,10.344827586206897,35.37382174758509,8.571428571428571,24.17582417582418,23.428571428571438,15.0,Cybersecurity
7,5,62,6,7,6,3,3,4,10,45.841492614320174,DevOps Engineering,40.31173880599375,33.47107438016529,33.233643153660495,32.7683615819209,40.229885057471265,31.464837241683096,42.28571428571428,39.56043956043957,22.857142857142858,30.000000000000004,Mobile Development
9,5,56,9,2,8,4,5,1,7,69.4668430542002,DevOps Engineering,65.50990809331985,41.735537190082646,47.463423304528426,26.55367231638418,38.50574712643679,42.19990954132576,36.57142857142857,45.05494505494507,23.142857142857146,38.75,Data Science
3,4,93,0,2,8,3,10,2,3,47.262268534049,Game Development,42.98104529232843,58.26446280991735,58.02658398367861,55.367231638418076,57.4712643678161,62.1108175988755,52.57142857142857,65.93406593406594,64.57142857142858,20.0,Game Development
8,9,64,10,4,8,2,1,3,8,63.054459450036525,DevOps Engineering,55.82425289609346,43.80165289256198,45.3172700943626,16.38418079096045,32.758620689655174,42.970870000021044,34.285714285714285,29.670329670329675,31.14285714285714,37.50000000000001,Data Science
2,6,68,10,9,6,10,4,8,4,51.74056805179944,Cybersecurity,56.87985311174818,63.63636363636363,53.29595474955941,54.802259887005654,55.172413793103445,49.706379280576044,57.71428571428571,56.04395604395606,56.28571428571427,90.625,Software Testing
7,4,92,7,8,3,9,6,10,2,77.34501099589144,Cybersecurity,71.91752266098383,66.94214876033058,84.4937176074789,66.66666666666667,51.14942528735632,85.06917060281927,52.0,51.648351648351664,85.99999999999999,83.75000000000001,DevOps Engineering
2,7,96,2,2,1,1,2,4,5,32.26927577857369,DevOps Engineering,13.854494276441146,34.29752066115704,46.71023633872559,13.559322033898304,5.172413793103446,53.181138777275905,5.142857142857145,5.494505494505497,66.0,11.250000000000002,DevOps Engineering
4,4,93,9,8,2,2,7,4,1,67.9667312938287,DevOps Engineering,46.65204077816995,46.69421487603306,71.04825867536397,50.282485875706215,40.229885057471265,73.9001333105641,40.57142857142857,45.05494505494506,77.14285714285715,39.37500000000001,DevOps Engineering
7,8,84,5,4,5,8,8,10,8,67.07610088572333,UI/UX Design,65.4651107199702,61.57024793388428,67.97239049416564,72.31638418079096,56.896551724137936,68.6317584355754,54.285714285714285,57.14285714285715,64.57142857142858,69.37500000000001,UI/UX Design
3,4,66,6,2,10,7,1,9,8,43.24335664959008,Backend Development,51.809936535517174,61.57024793388428,40.40462682364157,35.593220338983045,46.55172413793104,38.32470123895682,46.857142857142854,37.36263736263737,38.285714285714285,70.625,Software Testing
2,8,84,9,11,5,1,4,7,3,45.362173013046636,DevOps Engineering,31.354173917377075,46.2809917355372,48.65545472518657,53.67231638418081,54.022988505747136,51.21739078561767,57.71428571428571,47.25274725274726,60.57142857142858,45.62500000000001,DevOps Engineering
7,8,68,0,10,10,5,4,2,1,57.34186338924396,Mobile Development,60.730452106728414,50.0,52.416266282543376,40.67796610169492,63.2183908045977,49.18839388429046,66.28571428571428,65.93406593406593,34.57142857142858,33.75,Mobile Development
1,8,69,5,7,1,10,5,3,4,43.99726238773929,Cybersecurity,41.21361131249272,41.735537190082646,49.05488200486749,33.898305084745765,25.287356321839084,46.10793221195347,26.285714285714285,39.56043956043957,50.571428571428555,56.25,Software Testing
8,7,85,6,6,1,6,4,4,9,64.77083917837865,DevOps Engineering,52.74175734689983,44.62809917355371,64.00681709331991,30.508474576271187,21.264367816091955,65.7180629270194,22.285714285714285,28.57142857142858,62.57142857142857,38.125,Cloud Computing
3,4,84,5,10,9,5,9,4,9,23.693889875551175,Game Development,30.572590614307387,66.11570247933884,36.28546533053533,71.75141242937853,79.88505747126436,40.16938897726292,80.0,84.61538461538463,57.71428571428571,41.25,Game Development
2,4,81,3,5,2,4,7,10,1,37.68414940521922,DevOps Engineering,26.143165610909886,35.123966942148755,46.971163147936615,65.53672316384181,43.67816091954023,48.08884691943472,42.285714285714285,40.65934065934067,55.42857142857143,51.875000000000014,UI/UX Design
3,7,97,0,11,7,1,2,8,7,26.268547692160144,Mobile Development,20.61671624164995,52.47933884297521,42.3072626994718,49.15254237288135,56.896551724137936,49.7225058744439,61.71428571428571,45.05494505494506,62.857142857142854,23.75,DevOps Engineering
5,6,93,10,1,10,7,1,10,6,74.16321954235616,Cloud Computing,76.97781303827777,88.84297520661157,78.0900751838718,37.28813559322034,45.97701149425288,80.35344065841855,45.714285714285715,35.16483516483517,84.28571428571429,86.25,Backend Development
8,5,89,8,2,4,9,9,10,7,85.02630179484524,UI/UX Design,80.25236817005023,69.00826446280992,84.29327156908506,72.88135593220339,51.724137931034484,84.74138431979553,47.42857142857143,54.94505494505496,78.85714285714283,81.25000000000001,Cloud Computing
7,4,73,3,8,7,6,1,6,7,48.19911870286905,Mobile Development,50.21477282446457,50.826446280991746,47.29504320935161,32.203389830508485,43.10344827586207,46.656552566495144,46.857142857142854,39.56043956043956,42.857142857142854,46.87499999999999,Backend Development
7,5,66,6,1,8,3,6,3,8,49.54011570325377,Web Development,46.83935789846647,43.38842975206611,39.33340610267533,36.72316384180791,43.10344827586207,37.919375045103045,40.0,46.15384615384617,30.28571428571429,31.875000000000004,Data Science
7,9,56,6,3,5,10,2,9,8,71.9918540055326,Software Testing,73.46269769741455,45.454545454545446,55.96971950033498,36.72316384180791,32.18390804597702,49.2748438072234,32.57142857142857,30.76923076923077,30.0,77.50000000000001,Software Testing
8,9,92,1,2,1,4,4,10,10,66.16640418726395,DevOps Engineering,49.66903034671514,38.429752066115704,66.14239257060626,44.06779661016949,22.413793103448274,70.12472863819247,21.142857142857142,17.582417582417587,60.571428571428555,34.375,Cloud Computing
1,7,99,0,5,4,10,6,8,2,51.53324086514719,Cybersecurity,52.556354171265575,70.24793388429751,73.9202772736775,55.93220338983051,44.82758620689655,77.25258839489753,44.00000000000001,49.45054945054947,87.99999999999999,65.62500000000001,DevOps Engineering
4,9,50,7,4,10,5,5,9,4,51.09705927174421,DevOps Engineering,54.29685060056908,43.80165289256198,35.28116935329824,59.32203389830508,64.9425287356322,28.730293528382827,64.0,57.14285714285715,16.285714285714285,69.37500000000001,Software Testing
6,9,84,7,7,3,1,6,5,4,62.86243309123355,DevOps Engineering,43.44936686116357,37.1900826446281,59.03297678693934,48.0225988700565,40.229885057471265,60.871719360941526,40.57142857142857,40.659340659340664,56.85714285714285,30.625000000000007,Cloud Computing
9,6,81,6,5,10,5,3,3,10,78.72298690614723,DevOps Engineering,78.45504103821044,68.18181818181817,68.37923704789135,30.508474576271187,50.000000000000014,68.86051118509928,50.857142857142854,50.54945054945056,53.99999999999999,40.62500000000001,Data Science
2,6,85,7,8,5,1,5,4,8,30.02736968775776,DevOps Engineering,19.388090507240953,44.628099173553714,36.495201061482874,43.50282485875707,45.40229885057472,41.082057456920914,46.857142857142854,45.05494505494505,54.85714285714286,25.000000000000007,DevOps Engineering
1,6,62,2,4,10,9,2,5,3,32.56671556474069,Data Science,46.60000704205595,59.09090909090908,36.834412304868366,30.508474576271187,47.701149425287355,32.8914787116661,48.57142857142857,48.35164835164836,35.14285714285714,63.12500000000002,Software Testing
2,9,55,10,6,10,7,7,9,3,49.71565940320925,Game Development,56.340201723255475,57.43801652892561,40.70167258063474,72.88135593220339,76.43678160919539,34.70643193268545,75.42857142857142,72.52747252747255,32.57142857142857,86.875,Software Testing
7,7,63,1,4,6,3,3,9,2,57.81504666181435,DevOps Engineering,49.654965674238504,28.09917355371901,46.42455764893985,44.632768361581924,41.95402298850575,42.68878770133392,42.28571428571428,32.967032967032964,23.999999999999996,43.125,Data Science
3,8,86,6,2,2,9,1,3,1,61.45303721107458,Cybersecurity,55.61505724238764,57.43801652892561,71.35411145350602,6.214689265536721,4.0229885057471275,71.15448830609486,4.571428571428571,13.186813186813188,76.85714285714286,59.375000000000014,DevOps Engineering
2,8,97,7,1,7,2,8,7,8,46.61458996507024,UI/UX Design,38.053823197114134,64.0495867768595,55.73244651891211,59.322033898305094,52.87356321839081,62.025700268051985,48.57142857142856,50.54945054945057,74.0,41.250000000000014,DevOps Engineering
7,5,64,0,1,3,7,8,6,9,51.456569871385895,DevOps Engineering,47.554487188670734,29.338842975206614,43.683377277601195,51.41242937853109,35.05747126436782,40.89715842731175,30.85714285714285,42.85714285714286,25.999999999999986,36.25,UI/UX Design
2,8,96,9,8,1,9,3,4,9,56.91443576418177,Cloud Computing,49.73252117095792,66.11570247933884,69.75750676992566,28.8135593220339,22.413793103448278,73.72589957589726,25.142857142857146,31.868131868131883,88.57142857142856,58.75,DevOps Engineering
3,8,53,8,4,10,6,7,5,8,49.18682037314843,Game Development,54.366893156942616,50.41322314049588,34.70869205858393,55.93220338983051,64.9425287356322,29.502490128615815,62.857142857142854,67.03296703296705,20.57142857142856,58.75,Game Development
7,6,89,10,5,3,10,9,10,5,85.21219611460552,UI/UX Design,80.13731827362191,71.07438016528927,86.9259095060412,76.8361581920904,54.59770114942529,86.72172686720779,52.0,59.34065934065935,85.42857142857142,91.875,Software Testing
4,6,65,3,11,9,5,8,2,1,31.83484298778238,Game Development,37.44536952665586,47.93388429752066,34.48732263382539,61.58192090395481,75.2873563218391,31.893281260969676,76.57142857142858,82.41758241758244,34.57142857142858,40.0,Game Development
1,9,77,3,8,10,7,3,7,9,32.70710192733847,Mobile Development,42.54783661129728,66.94214876033057,40.06735970272861,49.15254237288136,63.79310344827588,41.32974174486366,66.28571428571428,59.34065934065935,48.85714285714285,55.62499999999999,Backend Development
5,5,65,2,7,6,6,2,4,6,43.68658410904582,Backend Development,43.832362666656515,39.66942148760331,40.05445541449422,27.683615819209045,36.781609195402304,37.57151821847023,39.428571428571416,38.46153846153847,30.857142857142872,38.125,Data Science
9,4,53,5,8,6,5,10,2,7,54.948513439344396,Web Development,52.62029315828364,30.57851239669422,37.703467571914715,63.2768361581921,63.2183908045977,32.2469818094204,61.71428571428571,74.72527472527474,15.142857142857135,33.75,Game Development
8,5,94,0,8,4,2,7,6,8,38.56716113913272,DevOps Engineering,29.433272154199464,42.975206611570236,48.784378074926245,59.32203389830508,51.724137931034484,54.79375281794392,52.000000000000014,51.64835164835166,59.71428571428571,16.875000000000004,DevOps Engineering
9,5,75,5,6,8,8,7,2,5,68.59454389534159,Data Science,73.15266790326676,64.0495867768595,65.15380119203873,46.89265536723165,56.32183908045978,63.022791870513885,55.42857142857143,67.03296703296704,54.285714285714285,51.87500000000001,Data Science
9,7,77,1,10,5,7,9,10,6,54.59415411222184,UI/UX Design,54.684744608579884,47.93388429752066,55.719593781271605,87.57062146892657,74.13793103448275,55.241587384565904,74.28571428571429,73.62637362637363,48.57142857142857,57.49999999999999,UI/UX Design
7,9,81,8,2,7,6,5,2,7,64.83446988098244,Backend Development,63.19570225222828,63.636363636363626,62.78897476791349,28.8135593220339,36.20689655172414,63.16107774120026,34.28571428571428,43.956043956043956,61.42857142857143,46.87499999999999,Backend Development
4,7,94,1,6,9,5,4,7,7,42.53733395589534,DevOps Engineering,45.79675799275186,69.42148760330578,55.68385783389643,49.7175141242938,58.62068965517242,60.540250118671665,59.42857142857143,53.846153846153854,68.0,43.125,Backend Development
5,5,51,6,1,5,5,8,1,2,53.34826925626135,DevOps Engineering,47.469977843069145,26.859504132231404,38.58381714230274,36.72316384180791,34.482758620689665,31.75692752522267,30.28571428571429,47.25274725274726,17.99999999999999,38.125,Data Science
1,5,80,0,1,5,9,4,7,1,56.61552480336233,Cybersecurity,56.26206449850001,54.958677685950406,64.53806591406436,36.723163841807924,31.034482758620697,63.178976831909125,29.142857142857142,34.06593406593407,59.71428571428571,60.625000000000014,Cybersecurity
1,5,52,6,11,4,1,4,10,8,9.202960531179876,DevOps Engineering,0.797381443846335,12.809917355371905,2.6433714032577793,62.71186440677966,55.172413793103445,0.5492567903054041,58.85714285714286,43.956043956043956,6.285714285714283,40.000000000000014,UI/UX Design
3,8,57,4,3,6,9,2,5,5,54.8535039272529,Cybersecurity,57.748301388084855,44.21487603305786,46.44874460833516,24.29378531073446,29.31034482758621,40.54956998688928,29.714285714285708,32.967032967032964,29.14285714285713,60.625000000000014,Software Testing
8,7,73,7,3,2,6,1,1,10,58.26641323336985,DevOps Engineering,49.486962287324396,39.256198347107436,51.7398825367106,1.1299435028248574,2.873563218390805,51.16219782903162,3.9999999999999987,12.087912087912093,46.0,31.250000000000007,Cybersecurity
2,5,64,3,11,3,4,4,6,2,25.29538613897714,DevOps Engineering,18.296693064141902,24.38016528925619,27.858733420740332,48.0225988700565,44.252873563218394,25.81866636252284,47.99999999999999,43.95604395604396,30.28571428571427,39.375,UI/UX Design
4,6,92,9,5,1,10,7,7,3,71.56443082651765,Cybersecurity,64.28552141364828,65.70247933884298,81.4870634129042,54.23728813559322,34.48275862068966,82.31379298358365,33.142857142857146,43.956043956043956,90.0,80.0,DevOps Engineering
2,9,80,6,1,2,7,9,1,6,49.193889802177694,DevOps Engineering,41.36704399708472,46.69421487603306,54.209993586275296,38.418079096045204,25.86206896551724,54.722703056010204,21.142857142857142,43.95604395604396,60.0,38.125,DevOps Engineering
5,9,58,5,10,2,9,9,9,10,41.769740731105585,UI/UX Design,41.296178484845434,33.05785123966942,35.704239453525524,80.7909604519774,60.3448275862069,31.71166612743837,60.57142857142856,65.93406593406594,27.7142857142857,64.37500000000001,UI/UX Design
9,6,88,4,6,8,5,10,7,6,67.04820041381,UI/UX Design,65.70344668153555,64.87603305785125,67.95484302755345,79.09604519774012,75.2873563218391,69.91250744311816,72.57142857142857,76.92307692307695,64.57142857142858,50.62500000000001,UI/UX Design
1,9,94,3,7,8,5,1,1,8,31.701139229757807,Mobile Development,33.95964249791656,68.59504132231405,48.23971020739485,14.689265536723164,36.206896551724135,53.862328086315735,39.42857142857143,39.56043956043957,70.0,26.875000000000004,DevOps Engineering
5,8,51,6,10,2,8,5,3,5,57.00005022179451,Cybersecurity,51.0998645692626,25.61983471074381,42.767327183518574,40.11299435028249,36.20689655172414,35.59080704426197,38.85714285714286,47.25274725274725,21.428571428571427,50.000000000000014,Data Science
9,8,57,4,11,6,7,7,5,5,62.92168867814788,Backend Development,63.00365368102977,38.42975206611568,49.007351369904335,63.2768361581921,64.9425287356322,43.182529497491565,66.85714285714285,70.32967032967034,25.14285714285713,51.87500000000001,Game Development
1,4,56,4,3,5,8,7,4,7,32.27235750859005,DevOps Engineering,35.18569858622853,37.1900826446281,29.102111640622674,45.19774011299435,40.80459770114943,24.79674784356776,38.285714285714285,50.54945054945056,23.999999999999996,49.375,Game Development
